Seq_id	Size	Description
1	21976	R_scaffold_28
2	16328	R_scaffold_30
3	126533	R_scaffold_13
4	208025	R_scaffold_8
5	189456	R_scaffold_10
6	387275	R_scaffold_3
7	167100	R_scaffold_11
8	192232	R_scaffold_9
9	105286	R_scaffold_17
10	393722	R_scaffold_2
11	2414	R_scaffold_37
12	233118	R_scaffold_7
13	158302	R_scaffold_12
14	431926	R_scaffold_1
15	245702	R_scaffold_6
16	259819	R_scaffold_4
17	30432	R_scaffold_24
18	57691	R_scaffold_21
19	125955	R_scaffold_14
20	43621	R_scaffold_23
21	79612	R_scaffold_20
22	57112	R_scaffold_22
23	692840	R_scaffold_0
24	27032	R_scaffold_26
25	246340	R_scaffold_5
26	7254	R_scaffold_31
27	111933	R_scaffold_16
28	27855	R_scaffold_25
29	4449	R_scaffold_33
30	114674	R_scaffold_15
31	25703	R_scaffold_27
32	17006	R_scaffold_29
33	4742	R_scaffold_32
34	94773	R_scaffold_18
35	93391	R_scaffold_19
36	3538	R_scaffold_34
37	3090	R_scaffold_35
38	2639	R_scaffold_36
39	1887	R_scaffold_38
40	1297	R_scaffold_39
41	1267	R_scaffold_40
42	1242	R_scaffold_41
43	815	R_scaffold_42
44	728	R_scaffold_43
45	708	R_scaffold_44
46	646	R_scaffold_45
47	611	R_scaffold_46
48	195472	R_scaffold_5
49	162705	R_scaffold_7
50	132045	R_scaffold_11
51	511212	R_scaffold_2
52	1319581	R_scaffold_0
53	261707	R_scaffold_4
54	135355	R_scaffold_9
55	48778	R_scaffold_14
56	165325	R_scaffold_6
57	301682	R_scaffold_3
58	638552	R_scaffold_1
59	63598	R_scaffold_13
60	157439	R_scaffold_8
61	24242	R_scaffold_15
62	16203	R_scaffold_16
63	132384	R_scaffold_10
64	75346	R_scaffold_12
65	2923	R_scaffold_17
66	1468	R_scaffold_18
67	1421	R_scaffold_19
68	1357	R_scaffold_20
69	1163	R_scaffold_21
70	991	R_scaffold_22
71	888	R_scaffold_23
72	869	R_scaffold_24
73	847	R_scaffold_25
74	653	R_scaffold_26
75	598	R_scaffold_27
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75
2	75	42.68%	0.00%	0.00%	25.19%	16.07%	83.93%	32.06%	68.97%	60.33%	58.96%	66.23%	0.00%	51.85%	9.49%	25.41%	13.89%	37.45%	0.00%	47.24%	57.43%	47.92%	10.14%	0.00%	42.28%	19.85%	43.30%	0.00%	70.77%	0.00%	0.00%	57.25%	55.18%	94.72%	0.00%	8.82%	64.17%	82.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	17.62%	75.75%	65.95%	46.61%	41.12%	33.93%	65.56%	46.21%	4.25%	42.22%	56.54%	40.12%	57.75%	58.49%	99.48%	8.12%	79.70%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	75	42.68%	0.00%	0.00%	25.19%	16.07%	83.93%	32.06%	68.97%	60.33%	58.96%	66.23%	0.00%	51.85%	9.49%	25.41%	13.89%	37.45%	0.00%	47.24%	57.43%	47.92%	10.14%	0.00%	42.28%	19.85%	43.30%	0.00%	70.77%	0.00%	0.00%	57.25%	55.18%	94.72%	0.00%	8.82%	64.17%	82.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	17.62%	75.75%	65.95%	46.61%	41.12%	33.93%	65.56%	46.21%	4.25%	42.22%	56.54%	40.12%	57.75%	58.49%	99.48%	8.12%	79.70%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
