Seq_id	Size	Description
1	692833	R_scaffold_0
2	505385	R_scaffold_1
3	431926	R_scaffold_2
4	394738	R_scaffold_3
5	393722	R_scaffold_4
6	387271	R_scaffold_5
7	359335	R_scaffold_6
8	246340	R_scaffold_7
9	235601	R_scaffold_8
10	208002	R_scaffold_9
11	185189	R_scaffold_10
12	142964	R_scaffold_11
13	139717	R_scaffold_12
14	114674	R_scaffold_13
15	113078	R_scaffold_14
16	105294	R_scaffold_15
17	94785	R_scaffold_16
18	93747	R_scaffold_17
19	75102	R_scaffold_18
20	30227	R_scaffold_19
21	21976	R_scaffold_20
22	16317	R_scaffold_21
23	7254	R_scaffold_22
24	4448	R_scaffold_23
25	4165	R_scaffold_24
26	3090	R_scaffold_25
27	2363	R_scaffold_26
28	1613	R_scaffold_27
29	1439	R_scaffold_28
30	1018	R_scaffold_29
31	778	R_scaffold_30
32	741	R_scaffold_31
33	732	R_scaffold_32
34	652	R_scaffold_33
35	631	R_scaffold_34
36	612	R_scaffold_35
37	605	R_scaffold_36
38	160200	R_scaffold_8
39	69995	R_scaffold_24
40	186205	R_scaffold_4
41	70222	R_scaffold_23
42	179395	R_scaffold_6
43	60003	R_scaffold_25
44	39072	R_scaffold_32
45	25035	R_scaffold_33
46	160078	R_scaffold_9
47	79616	R_scaffold_20
48	12488	R_scaffold_34
49	153412	R_scaffold_10
50	290533	R_scaffold_1
51	41341	R_scaffold_31
52	49373	R_scaffold_28
53	5272	R_scaffold_35
54	152194	R_scaffold_11
55	47932	R_scaffold_29
56	76617	R_scaffold_22
57	128313	R_scaffold_14
58	107768	R_scaffold_18
59	98250	R_scaffold_19
60	286234	R_scaffold_2
61	123487	R_scaffold_15
62	58343	R_scaffold_26
63	118204	R_scaffold_16
64	111002	R_scaffold_17
65	144702	R_scaffold_13
66	2114	R_scaffold_41
67	217798	R_scaffold_3
68	147906	R_scaffold_12
69	2647	R_scaffold_39
70	57055	R_scaffold_27
71	661077	R_scaffold_0
72	168044	R_scaffold_7
73	46771	R_scaffold_30
74	185742	R_scaffold_5
75	79332	R_scaffold_21
76	2514	R_scaffold_40
77	3100	R_scaffold_36
78	3091	R_scaffold_37
79	2999	R_scaffold_38
80	1536	R_scaffold_42
81	1213	R_scaffold_43
82	963	R_scaffold_44
83	854	R_scaffold_45
84	838	R_scaffold_46
85	831	R_scaffold_47
86	828	R_scaffold_48
87	815	R_scaffold_49
88	989	R_scaffold_50
89	699	R_scaffold_51
90	690	R_scaffold_52
91	678	R_scaffold_53
92	663	R_scaffold_54
93	653	R_scaffold_55
94	649	R_scaffold_56
95	598	R_scaffold_57
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86	Seq 87	Seq 88	Seq 89	Seq 90	Seq 91	Seq 92	Seq 93	Seq 94	Seq 95
