Seq_id	Size	Description
1	160368	R_scaffold_12
2	186819	R_scaffold_8
3	70190	R_scaffold_20
4	181207	R_scaffold_9
5	60003	R_scaffold_21
6	39325	R_scaffold_24
7	243105	R_scaffold_5
8	79612	R_scaffold_17
9	12488	R_scaffold_27
10	443938	R_scaffold_1
11	41341	R_scaffold_23
12	152194	R_scaffold_13
13	49320	R_scaffold_22
14	179420	R_scaffold_10
15	107768	R_scaffold_16
16	286234	R_scaffold_3
17	76617	R_scaffold_19
18	123848	R_scaffold_15
19	308461	R_scaffold_2
20	223087	R_scaffold_6
21	147906	R_scaffold_14
22	221733	R_scaffold_7
23	2643	R_scaffold_30
24	661595	R_scaffold_0
25	168051	R_scaffold_11
26	25118	R_scaffold_25
27	21501	R_scaffold_26
28	255633	R_scaffold_4
29	79281	R_scaffold_18
30	3100	R_scaffold_28
31	3091	R_scaffold_29
32	2510	R_scaffold_31
33	1577	R_scaffold_32
34	1120	R_scaffold_33
35	954	R_scaffold_34
36	811	R_scaffold_35
37	765	R_scaffold_36
38	720	R_scaffold_37
39	709	R_scaffold_38
40	695	R_scaffold_39
41	693	R_scaffold_40
42	653	R_scaffold_41
43	645	R_scaffold_42
44	601	R_scaffold_43
45	598	R_scaffold_44
46	598	R_scaffold_45
47	692833	R_scaffold_0
48	505385	R_scaffold_1
49	431926	R_scaffold_2
50	394738	R_scaffold_3
51	393722	R_scaffold_4
52	387271	R_scaffold_5
53	359335	R_scaffold_6
54	246340	R_scaffold_7
55	235601	R_scaffold_8
56	208002	R_scaffold_9
57	185189	R_scaffold_10
58	142964	R_scaffold_11
59	139717	R_scaffold_12
60	114674	R_scaffold_13
61	113078	R_scaffold_14
62	105294	R_scaffold_15
63	94785	R_scaffold_16
64	93747	R_scaffold_17
65	75102	R_scaffold_18
66	30227	R_scaffold_19
67	21976	R_scaffold_20
68	16317	R_scaffold_21
69	7254	R_scaffold_22
70	4448	R_scaffold_23
71	4165	R_scaffold_24
72	3090	R_scaffold_25
73	2363	R_scaffold_26
74	1613	R_scaffold_27
75	1439	R_scaffold_28
76	1018	R_scaffold_29
77	778	R_scaffold_30
78	741	R_scaffold_31
79	732	R_scaffold_32
80	652	R_scaffold_33
81	631	R_scaffold_34
82	612	R_scaffold_35
83	605	R_scaffold_36
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83
2	13	11.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	45.94%	0.00%	1.46%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	13.15%	0.00%	0.00%	45.33%	0.00%	56.98%	75.57%	0.00%	9.32%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.38%	1.00%	0.00%	0.00%	51.02%	0.00%	72.62%	0.00%	4.55%	0.00%	4.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	7.87%	0.00%	47.39%	0.00%	99.51%	0.00%	0.00%	70.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	13	11.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	45.94%	0.00%	1.46%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	13.15%	0.00%	0.00%	45.33%	0.00%	56.98%	75.57%	0.00%	9.32%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.38%	1.00%	0.00%	0.00%	51.02%	0.00%	72.62%	0.00%	4.55%	0.00%	4.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	7.87%	0.00%	47.39%	0.00%	99.51%	0.00%	0.00%	70.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
