Seq_id	Size	Description
1	195472	R_scaffold_5
2	162705	R_scaffold_7
3	132045	R_scaffold_11
4	511212	R_scaffold_2
5	1319581	R_scaffold_0
6	261707	R_scaffold_4
7	135355	R_scaffold_9
8	48778	R_scaffold_14
9	165325	R_scaffold_6
10	301682	R_scaffold_3
11	638552	R_scaffold_1
12	63598	R_scaffold_13
13	157439	R_scaffold_8
14	24242	R_scaffold_15
15	16203	R_scaffold_16
16	132384	R_scaffold_10
17	75346	R_scaffold_12
18	2923	R_scaffold_17
19	1468	R_scaffold_18
20	1421	R_scaffold_19
21	1357	R_scaffold_20
22	1163	R_scaffold_21
23	991	R_scaffold_22
24	888	R_scaffold_23
25	869	R_scaffold_24
26	847	R_scaffold_25
27	653	R_scaffold_26
28	598	R_scaffold_27
29	160200	R_scaffold_8
30	69995	R_scaffold_24
31	186205	R_scaffold_4
32	70222	R_scaffold_23
33	179395	R_scaffold_6
34	60003	R_scaffold_25
35	39072	R_scaffold_32
36	25035	R_scaffold_33
37	160078	R_scaffold_9
38	79616	R_scaffold_20
39	12488	R_scaffold_34
40	153412	R_scaffold_10
41	290533	R_scaffold_1
42	41341	R_scaffold_31
43	49373	R_scaffold_28
44	5272	R_scaffold_35
45	152194	R_scaffold_11
46	47932	R_scaffold_29
47	76617	R_scaffold_22
48	128313	R_scaffold_14
49	107768	R_scaffold_18
50	98250	R_scaffold_19
51	286234	R_scaffold_2
52	123487	R_scaffold_15
53	58343	R_scaffold_26
54	118204	R_scaffold_16
55	111002	R_scaffold_17
56	144702	R_scaffold_13
57	2114	R_scaffold_41
58	217798	R_scaffold_3
59	147906	R_scaffold_12
60	2647	R_scaffold_39
61	57055	R_scaffold_27
62	661077	R_scaffold_0
63	168044	R_scaffold_7
64	46771	R_scaffold_30
65	185742	R_scaffold_5
66	79332	R_scaffold_21
67	2514	R_scaffold_40
68	3100	R_scaffold_36
69	3091	R_scaffold_37
70	2999	R_scaffold_38
71	1536	R_scaffold_42
72	1213	R_scaffold_43
73	963	R_scaffold_44
74	854	R_scaffold_45
75	838	R_scaffold_46
76	831	R_scaffold_47
77	828	R_scaffold_48
78	815	R_scaffold_49
79	989	R_scaffold_50
80	699	R_scaffold_51
81	690	R_scaffold_52
82	678	R_scaffold_53
83	663	R_scaffold_54
84	653	R_scaffold_55
85	649	R_scaffold_56
86	598	R_scaffold_57
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86
2	16	2.51%	0.00%	1.84%	0.00%	1.79%	1.09%	0.00%	0.00%	0.00%	0.00%	0.93%	3.07%	0.00%	2.58%	58.78%	99.84%	0.00%	33.46%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.98%	0.00%	0.00%	0.00%	4.77%	0.00%	0.00%	0.00%	1.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	11.45%	65.04%	0.00%	35.08%	0.00%	0.00%	94.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	16	2.51%	0.00%	1.84%	0.00%	1.79%	1.09%	0.00%	0.00%	0.00%	0.00%	0.93%	3.07%	0.00%	2.58%	58.78%	99.84%	0.00%	33.46%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.98%	0.00%	0.00%	0.00%	4.77%	0.00%	0.00%	0.00%	1.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	11.45%	65.04%	0.00%	35.08%	0.00%	0.00%	94.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
