Seq_id	Size	Description
1	21976	R_scaffold_28
2	16328	R_scaffold_30
3	126533	R_scaffold_13
4	208025	R_scaffold_8
5	189456	R_scaffold_10
6	387275	R_scaffold_3
7	167100	R_scaffold_11
8	192232	R_scaffold_9
9	105286	R_scaffold_17
10	393722	R_scaffold_2
11	2414	R_scaffold_37
12	233118	R_scaffold_7
13	158302	R_scaffold_12
14	431926	R_scaffold_1
15	245702	R_scaffold_6
16	259819	R_scaffold_4
17	30432	R_scaffold_24
18	57691	R_scaffold_21
19	125955	R_scaffold_14
20	43621	R_scaffold_23
21	79612	R_scaffold_20
22	57112	R_scaffold_22
23	692840	R_scaffold_0
24	27032	R_scaffold_26
25	246340	R_scaffold_5
26	7254	R_scaffold_31
27	111933	R_scaffold_16
28	27855	R_scaffold_25
29	4449	R_scaffold_33
30	114674	R_scaffold_15
31	25703	R_scaffold_27
32	17006	R_scaffold_29
33	4742	R_scaffold_32
34	94773	R_scaffold_18
35	93391	R_scaffold_19
36	3538	R_scaffold_34
37	3090	R_scaffold_35
38	2639	R_scaffold_36
39	1887	R_scaffold_38
40	1297	R_scaffold_39
41	1267	R_scaffold_40
42	1242	R_scaffold_41
43	815	R_scaffold_42
44	728	R_scaffold_43
45	708	R_scaffold_44
46	646	R_scaffold_45
47	611	R_scaffold_46
48	692833	R_scaffold_0
49	505385	R_scaffold_1
50	431926	R_scaffold_2
51	394738	R_scaffold_3
52	393722	R_scaffold_4
53	387271	R_scaffold_5
54	359335	R_scaffold_6
55	246340	R_scaffold_7
56	235601	R_scaffold_8
57	208002	R_scaffold_9
58	185189	R_scaffold_10
59	142964	R_scaffold_11
60	139717	R_scaffold_12
61	114674	R_scaffold_13
62	113078	R_scaffold_14
63	105294	R_scaffold_15
64	94785	R_scaffold_16
65	93747	R_scaffold_17
66	75102	R_scaffold_18
67	30227	R_scaffold_19
68	21976	R_scaffold_20
69	16317	R_scaffold_21
70	7254	R_scaffold_22
71	4448	R_scaffold_23
72	4165	R_scaffold_24
73	3090	R_scaffold_25
74	2363	R_scaffold_26
75	1613	R_scaffold_27
76	1439	R_scaffold_28
77	1018	R_scaffold_29
78	778	R_scaffold_30
79	741	R_scaffold_31
80	732	R_scaffold_32
81	652	R_scaffold_33
82	631	R_scaffold_34
83	612	R_scaffold_35
84	605	R_scaffold_36
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84
2	41	99.23%	100.00%	100.00%	99.83%	99.99%	97.36%	99.98%	100.00%	99.99%	100.00%	100.00%	100.00%	96.21%	97.69%	99.94%	100.00%	99.84%	100.00%	99.96%	100.00%	99.93%	100.00%	100.00%	99.98%	78.69%	100.00%	100.00%	99.96%	99.38%	99.98%	99.99%	96.97%	95.95%	100.00%	100.00%	99.85%	89.82%	0.00%	80.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	99.98%	99.94%	99.94%	99.96%	100.00%	99.98%	99.99%	100.00%	96.23%	100.00%	94.99%	99.78%	99.66%	99.99%	98.46%	100.00%	100.00%	99.47%	97.35%	98.14%	100.00%	100.00%	100.00%	100.00%	76.30%	0.00%	90.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
4	2	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.75%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	20.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.71%	0.00%	4.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
