Seq_id	Size	Description
1	692833	R_scaffold_0
2	505385	R_scaffold_1
3	431926	R_scaffold_2
4	394738	R_scaffold_3
5	393722	R_scaffold_4
6	387271	R_scaffold_5
7	359335	R_scaffold_6
8	246340	R_scaffold_7
9	235601	R_scaffold_8
10	208002	R_scaffold_9
11	185189	R_scaffold_10
12	142964	R_scaffold_11
13	139717	R_scaffold_12
14	114674	R_scaffold_13
15	113078	R_scaffold_14
16	105294	R_scaffold_15
17	94785	R_scaffold_16
18	93747	R_scaffold_17
19	75102	R_scaffold_18
20	30227	R_scaffold_19
21	21976	R_scaffold_20
22	16317	R_scaffold_21
23	7254	R_scaffold_22
24	4448	R_scaffold_23
25	4165	R_scaffold_24
26	3090	R_scaffold_25
27	2363	R_scaffold_26
28	1613	R_scaffold_27
29	1439	R_scaffold_28
30	1018	R_scaffold_29
31	778	R_scaffold_30
32	741	R_scaffold_31
33	732	R_scaffold_32
34	652	R_scaffold_33
35	631	R_scaffold_34
36	612	R_scaffold_35
37	605	R_scaffold_36
38	692833	R_scaffold_0
39	505385	R_scaffold_1
40	431926	R_scaffold_2
41	394738	R_scaffold_3
42	393722	R_scaffold_4
43	387271	R_scaffold_5
44	359335	R_scaffold_6
45	246340	R_scaffold_7
46	235601	R_scaffold_8
47	208002	R_scaffold_9
48	185189	R_scaffold_10
49	142964	R_scaffold_11
50	139717	R_scaffold_12
51	114674	R_scaffold_13
52	113078	R_scaffold_14
53	105294	R_scaffold_15
54	94785	R_scaffold_16
55	93747	R_scaffold_17
56	75102	R_scaffold_18
57	30227	R_scaffold_19
58	21976	R_scaffold_20
59	16317	R_scaffold_21
60	7254	R_scaffold_22
61	4448	R_scaffold_23
62	4165	R_scaffold_24
63	3090	R_scaffold_25
64	2363	R_scaffold_26
65	1613	R_scaffold_27
66	1439	R_scaffold_28
67	1018	R_scaffold_29
68	778	R_scaffold_30
69	741	R_scaffold_31
70	732	R_scaffold_32
71	652	R_scaffold_33
72	631	R_scaffold_34
73	612	R_scaffold_35
74	605	R_scaffold_36
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74
2	30	99.29%	99.98%	99.95%	99.94%	100.00%	100.00%	99.98%	100.00%	100.00%	96.26%	100.00%	95.44%	99.78%	99.76%	100.00%	98.46%	100.00%	100.00%	99.62%	97.35%	99.45%	100.00%	100.00%	100.00%	100.00%	86.07%	0.00%	90.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	99.98%	99.95%	99.94%	100.00%	100.00%	99.98%	100.00%	100.00%	96.26%	100.00%	95.44%	99.78%	99.76%	100.00%	98.46%	100.00%	100.00%	99.62%	97.35%	99.45%	100.00%	100.00%	100.00%	100.00%	86.07%	0.00%	90.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
4	3	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.72%	0.00%	4.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.72%	0.00%	4.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	33	99.63%	99.98%	99.95%	99.94%	100.00%	100.00%	99.98%	100.00%	100.00%	99.97%	100.00%	99.93%	99.78%	99.76%	100.00%	98.46%	100.00%	100.00%	99.62%	97.35%	99.45%	100.00%	100.00%	100.00%	100.00%	86.07%	0.00%	90.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	99.98%	99.95%	99.94%	100.00%	100.00%	99.98%	100.00%	100.00%	99.97%	100.00%	99.93%	99.78%	99.76%	100.00%	98.46%	100.00%	100.00%	99.62%	97.35%	99.45%	100.00%	100.00%	100.00%	100.00%	86.07%	0.00%	90.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
