Seq_id	Size	Description
1	231584	R_scaffold_7
2	23154	R_scaffold_22
3	96198	R_scaffold_13
4	53819	R_scaffold_17
5	193256	R_scaffold_8
6	347522	R_scaffold_4
7	44348	R_scaffold_19
8	670500	R_scaffold_2
9	250463	R_scaffold_6
10	394596	R_scaffold_3
11	11764	R_scaffold_27
12	17897	R_scaffold_25
13	716395	R_scaffold_1
14	92221	R_scaffold_14
15	2301	R_scaffold_32
16	19629	R_scaffold_23
17	259625	R_scaffold_5
18	158830	R_scaffold_10
19	26289	R_scaffold_20
20	745709	R_scaffold_0
21	2141	R_scaffold_33
22	50505	R_scaffold_18
23	71100	R_scaffold_16
24	113466	R_scaffold_12
25	159738	R_scaffold_9
26	24902	R_scaffold_21
27	17058	R_scaffold_26
28	4979	R_scaffold_29
29	149463	R_scaffold_11
30	75224	R_scaffold_15
31	19514	R_scaffold_24
32	6919	R_scaffold_28
33	3927	R_scaffold_30
34	2560	R_scaffold_31
35	1955	R_scaffold_34
36	1774	R_scaffold_35
37	1341	R_scaffold_36
38	1265	R_scaffold_37
39	884	R_scaffold_38
40	754	R_scaffold_39
41	667	R_scaffold_40
42	655	R_scaffold_41
43	643	R_scaffold_42
44	629	R_scaffold_43
45	160368	R_scaffold_12
46	186819	R_scaffold_8
47	70190	R_scaffold_20
48	181207	R_scaffold_9
49	60003	R_scaffold_21
50	39325	R_scaffold_24
51	243105	R_scaffold_5
52	79612	R_scaffold_17
53	12488	R_scaffold_27
54	443938	R_scaffold_1
55	41341	R_scaffold_23
56	152194	R_scaffold_13
57	49320	R_scaffold_22
58	179420	R_scaffold_10
59	107768	R_scaffold_16
60	286234	R_scaffold_3
61	76617	R_scaffold_19
62	123848	R_scaffold_15
63	308461	R_scaffold_2
64	223087	R_scaffold_6
65	147906	R_scaffold_14
66	221733	R_scaffold_7
67	2643	R_scaffold_30
68	661595	R_scaffold_0
69	168051	R_scaffold_11
70	25118	R_scaffold_25
71	21501	R_scaffold_26
72	255633	R_scaffold_4
73	79281	R_scaffold_18
74	3100	R_scaffold_28
75	3091	R_scaffold_29
76	2510	R_scaffold_31
77	1577	R_scaffold_32
78	1120	R_scaffold_33
79	954	R_scaffold_34
80	811	R_scaffold_35
81	765	R_scaffold_36
82	720	R_scaffold_37
83	709	R_scaffold_38
84	695	R_scaffold_39
85	693	R_scaffold_40
86	653	R_scaffold_41
87	645	R_scaffold_42
88	601	R_scaffold_43
89	598	R_scaffold_44
90	598	R_scaffold_45
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86	Seq 87	Seq 88	Seq 89	Seq 90
2	13	1.83%	2.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.74%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.36%	0.00%	4.37%	0.00%	2.41%	0.00%	57.03%	94.47%	0.00%	0.00%	31.87%	0.00%	99.93%	74.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	1.36%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.33%	1.63%	56.49%	75.00%	0.00%	42.62%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	13	1.83%	2.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.74%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.36%	0.00%	4.37%	0.00%	2.41%	0.00%	57.03%	94.47%	0.00%	0.00%	31.87%	0.00%	99.93%	74.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	1.36%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.33%	1.63%	56.49%	75.00%	0.00%	42.62%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
