Seq_id	Size	Description
1	195472	R_scaffold_5
2	162705	R_scaffold_7
3	132045	R_scaffold_11
4	511212	R_scaffold_2
5	1319581	R_scaffold_0
6	261707	R_scaffold_4
7	135355	R_scaffold_9
8	48778	R_scaffold_14
9	165325	R_scaffold_6
10	301682	R_scaffold_3
11	638552	R_scaffold_1
12	63598	R_scaffold_13
13	157439	R_scaffold_8
14	24242	R_scaffold_15
15	16203	R_scaffold_16
16	132384	R_scaffold_10
17	75346	R_scaffold_12
18	2923	R_scaffold_17
19	1468	R_scaffold_18
20	1421	R_scaffold_19
21	1357	R_scaffold_20
22	1163	R_scaffold_21
23	991	R_scaffold_22
24	888	R_scaffold_23
25	869	R_scaffold_24
26	847	R_scaffold_25
27	653	R_scaffold_26
28	598	R_scaffold_27
29	160368	R_scaffold_12
30	186819	R_scaffold_8
31	70190	R_scaffold_20
32	181207	R_scaffold_9
33	60003	R_scaffold_21
34	39325	R_scaffold_24
35	243105	R_scaffold_5
36	79612	R_scaffold_17
37	12488	R_scaffold_27
38	443938	R_scaffold_1
39	41341	R_scaffold_23
40	152194	R_scaffold_13
41	49320	R_scaffold_22
42	179420	R_scaffold_10
43	107768	R_scaffold_16
44	286234	R_scaffold_3
45	76617	R_scaffold_19
46	123848	R_scaffold_15
47	308461	R_scaffold_2
48	223087	R_scaffold_6
49	147906	R_scaffold_14
50	221733	R_scaffold_7
51	2643	R_scaffold_30
52	661595	R_scaffold_0
53	168051	R_scaffold_11
54	25118	R_scaffold_25
55	21501	R_scaffold_26
56	255633	R_scaffold_4
57	79281	R_scaffold_18
58	3100	R_scaffold_28
59	3091	R_scaffold_29
60	2510	R_scaffold_31
61	1577	R_scaffold_32
62	1120	R_scaffold_33
63	954	R_scaffold_34
64	811	R_scaffold_35
65	765	R_scaffold_36
66	720	R_scaffold_37
67	709	R_scaffold_38
68	695	R_scaffold_39
69	693	R_scaffold_40
70	653	R_scaffold_41
71	645	R_scaffold_42
72	601	R_scaffold_43
73	598	R_scaffold_44
74	598	R_scaffold_45
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74
2	16	7.74%	0.00%	1.84%	0.00%	1.57%	17.99%	0.00%	0.00%	0.00%	0.00%	0.93%	3.07%	0.00%	2.58%	58.78%	99.84%	0.00%	33.46%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	57.26%	0.00%	4.77%	0.00%	0.00%	1.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.32%	11.45%	56.70%	75.25%	0.00%	35.10%	0.00%	94.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	16	7.74%	0.00%	1.84%	0.00%	1.57%	17.99%	0.00%	0.00%	0.00%	0.00%	0.93%	3.07%	0.00%	2.58%	58.78%	99.84%	0.00%	33.46%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	57.26%	0.00%	4.77%	0.00%	0.00%	1.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.32%	11.45%	56.70%	75.25%	0.00%	35.10%	0.00%	94.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
