Seq_id	Size	Description
1	231584	R_scaffold_7
2	23154	R_scaffold_22
3	96198	R_scaffold_13
4	53819	R_scaffold_17
5	193256	R_scaffold_8
6	347522	R_scaffold_4
7	44348	R_scaffold_19
8	670500	R_scaffold_2
9	250463	R_scaffold_6
10	394596	R_scaffold_3
11	11764	R_scaffold_27
12	17897	R_scaffold_25
13	716395	R_scaffold_1
14	92221	R_scaffold_14
15	2301	R_scaffold_32
16	19629	R_scaffold_23
17	259625	R_scaffold_5
18	158830	R_scaffold_10
19	26289	R_scaffold_20
20	745709	R_scaffold_0
21	2141	R_scaffold_33
22	50505	R_scaffold_18
23	71100	R_scaffold_16
24	113466	R_scaffold_12
25	159738	R_scaffold_9
26	24902	R_scaffold_21
27	17058	R_scaffold_26
28	4979	R_scaffold_29
29	149463	R_scaffold_11
30	75224	R_scaffold_15
31	19514	R_scaffold_24
32	6919	R_scaffold_28
33	3927	R_scaffold_30
34	2560	R_scaffold_31
35	1955	R_scaffold_34
36	1774	R_scaffold_35
37	1341	R_scaffold_36
38	1265	R_scaffold_37
39	884	R_scaffold_38
40	754	R_scaffold_39
41	667	R_scaffold_40
42	655	R_scaffold_41
43	643	R_scaffold_42
44	629	R_scaffold_43
45	21976	R_scaffold_23
46	142871	R_scaffold_13
47	208345	R_scaffold_9
48	189563	R_scaffold_10
49	387574	R_scaffold_3
50	359360	R_scaffold_4
51	105278	R_scaffold_18
52	393722	R_scaffold_2
53	235601	R_scaffold_8
54	185230	R_scaffold_11
55	431926	R_scaffold_1
56	245702	R_scaffold_7
57	259802	R_scaffold_5
58	114363	R_scaffold_16
59	154950	R_scaffold_12
60	125837	R_scaffold_14
61	692833	R_scaffold_0
62	246340	R_scaffold_6
63	7254	R_scaffold_25
64	111928	R_scaffold_17
65	27889	R_scaffold_21
66	4452	R_scaffold_27
67	114674	R_scaffold_15
68	25703	R_scaffold_22
69	17006	R_scaffold_24
70	4742	R_scaffold_26
71	94785	R_scaffold_19
72	93657	R_scaffold_20
73	3090	R_scaffold_28
74	3033	R_scaffold_29
75	2639	R_scaffold_30
76	1243	R_scaffold_31
77	1242	R_scaffold_32
78	1092	R_scaffold_33
79	892	R_scaffold_34
80	809	R_scaffold_35
81	790	R_scaffold_36
82	767	R_scaffold_37
83	741	R_scaffold_38
84	706	R_scaffold_39
85	664	R_scaffold_40
86	621	R_scaffold_41
87	612	R_scaffold_42
88	608	R_scaffold_43
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86	Seq 87	Seq 88
2	52	93.32%	70.36%	0.00%	81.98%	90.25%	99.90%	92.74%	20.40%	99.96%	99.63%	99.41%	88.75%	79.20%	97.77%	82.68%	0.00%	75.24%	85.83%	97.86%	97.36%	99.23%	0.00%	95.50%	90.59%	98.97%	94.75%	99.20%	94.43%	90.86%	94.37%	99.68%	0.00%	99.93%	75.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	98.58%	92.15%	80.98%	99.83%	89.40%	99.89%	99.45%	99.66%	86.61%	67.83%	98.83%	95.79%	82.03%	55.08%	97.37%	99.66%	99.38%	99.73%	95.52%	99.10%	82.85%	0.00%	98.98%	96.11%	94.72%	90.87%	99.66%	99.88%	0.00%	97.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
3	1	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.67%	7.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	53	93.74%	70.36%	0.00%	81.98%	90.25%	99.90%	92.74%	20.40%	99.96%	99.63%	99.41%	88.75%	79.20%	97.77%	82.68%	0.00%	75.24%	91.30%	97.86%	97.36%	99.23%	0.00%	95.50%	90.59%	98.97%	94.75%	99.20%	94.43%	90.86%	94.37%	99.68%	0.00%	99.93%	75.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	98.58%	92.15%	80.98%	99.83%	89.40%	99.89%	99.45%	99.66%	92.28%	75.67%	98.83%	95.79%	82.03%	55.08%	97.37%	99.66%	99.38%	99.73%	95.52%	99.10%	82.85%	0.00%	98.98%	96.11%	94.72%	90.87%	99.66%	99.88%	0.00%	97.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
