Seq_id	Size	Description
1	160368	R_scaffold_12
2	186819	R_scaffold_8
3	70190	R_scaffold_20
4	181207	R_scaffold_9
5	60003	R_scaffold_21
6	39325	R_scaffold_24
7	243105	R_scaffold_5
8	79612	R_scaffold_17
9	12488	R_scaffold_27
10	443938	R_scaffold_1
11	41341	R_scaffold_23
12	152194	R_scaffold_13
13	49320	R_scaffold_22
14	179420	R_scaffold_10
15	107768	R_scaffold_16
16	286234	R_scaffold_3
17	76617	R_scaffold_19
18	123848	R_scaffold_15
19	308461	R_scaffold_2
20	223087	R_scaffold_6
21	147906	R_scaffold_14
22	221733	R_scaffold_7
23	2643	R_scaffold_30
24	661595	R_scaffold_0
25	168051	R_scaffold_11
26	25118	R_scaffold_25
27	21501	R_scaffold_26
28	255633	R_scaffold_4
29	79281	R_scaffold_18
30	3100	R_scaffold_28
31	3091	R_scaffold_29
32	2510	R_scaffold_31
33	1577	R_scaffold_32
34	1120	R_scaffold_33
35	954	R_scaffold_34
36	811	R_scaffold_35
37	765	R_scaffold_36
38	720	R_scaffold_37
39	709	R_scaffold_38
40	695	R_scaffold_39
41	693	R_scaffold_40
42	653	R_scaffold_41
43	645	R_scaffold_42
44	601	R_scaffold_43
45	598	R_scaffold_44
46	598	R_scaffold_45
47	21976	R_scaffold_23
48	142871	R_scaffold_13
49	208345	R_scaffold_9
50	189563	R_scaffold_10
51	387574	R_scaffold_3
52	359360	R_scaffold_4
53	105278	R_scaffold_18
54	393722	R_scaffold_2
55	235601	R_scaffold_8
56	185230	R_scaffold_11
57	431926	R_scaffold_1
58	245702	R_scaffold_7
59	259802	R_scaffold_5
60	114363	R_scaffold_16
61	154950	R_scaffold_12
62	125837	R_scaffold_14
63	692833	R_scaffold_0
64	246340	R_scaffold_6
65	7254	R_scaffold_25
66	111928	R_scaffold_17
67	27889	R_scaffold_21
68	4452	R_scaffold_27
69	114674	R_scaffold_15
70	25703	R_scaffold_22
71	17006	R_scaffold_24
72	4742	R_scaffold_26
73	94785	R_scaffold_19
74	93657	R_scaffold_20
75	3090	R_scaffold_28
76	3033	R_scaffold_29
77	2639	R_scaffold_30
78	1243	R_scaffold_31
79	1242	R_scaffold_32
80	1092	R_scaffold_33
81	892	R_scaffold_34
82	809	R_scaffold_35
83	790	R_scaffold_36
84	767	R_scaffold_37
85	741	R_scaffold_38
86	706	R_scaffold_39
87	664	R_scaffold_40
88	621	R_scaffold_41
89	612	R_scaffold_42
90	608	R_scaffold_43
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86	Seq 87	Seq 88	Seq 89	Seq 90
2	12	11.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	45.94%	0.00%	1.46%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	13.15%	0.00%	0.00%	45.33%	0.00%	57.13%	75.57%	0.00%	9.32%	0.00%	94.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	72.62%	0.00%	51.02%	6.70%	8.00%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	3.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	55.88%	95.48%	0.00%	0.00%	7.88%	0.00%	96.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	12	11.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	45.94%	0.00%	1.46%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	13.15%	0.00%	0.00%	45.33%	0.00%	57.13%	75.57%	0.00%	9.32%	0.00%	94.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	72.62%	0.00%	51.02%	6.70%	8.00%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	3.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	55.88%	95.48%	0.00%	0.00%	7.88%	0.00%	96.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
