Seq_id	Size	Description
1	160368	R_scaffold_12
2	186819	R_scaffold_8
3	70190	R_scaffold_20
4	181207	R_scaffold_9
5	60003	R_scaffold_21
6	39325	R_scaffold_24
7	243105	R_scaffold_5
8	79612	R_scaffold_17
9	12488	R_scaffold_27
10	443938	R_scaffold_1
11	41341	R_scaffold_23
12	152194	R_scaffold_13
13	49320	R_scaffold_22
14	179420	R_scaffold_10
15	107768	R_scaffold_16
16	286234	R_scaffold_3
17	76617	R_scaffold_19
18	123848	R_scaffold_15
19	308461	R_scaffold_2
20	223087	R_scaffold_6
21	147906	R_scaffold_14
22	221733	R_scaffold_7
23	2643	R_scaffold_30
24	661595	R_scaffold_0
25	168051	R_scaffold_11
26	25118	R_scaffold_25
27	21501	R_scaffold_26
28	255633	R_scaffold_4
29	79281	R_scaffold_18
30	3100	R_scaffold_28
31	3091	R_scaffold_29
32	2510	R_scaffold_31
33	1577	R_scaffold_32
34	1120	R_scaffold_33
35	954	R_scaffold_34
36	811	R_scaffold_35
37	765	R_scaffold_36
38	720	R_scaffold_37
39	709	R_scaffold_38
40	695	R_scaffold_39
41	693	R_scaffold_40
42	653	R_scaffold_41
43	645	R_scaffold_42
44	601	R_scaffold_43
45	598	R_scaffold_44
46	598	R_scaffold_45
47	231584	R_scaffold_7
48	23154	R_scaffold_22
49	96198	R_scaffold_13
50	53819	R_scaffold_17
51	193256	R_scaffold_8
52	347522	R_scaffold_4
53	44348	R_scaffold_19
54	670500	R_scaffold_2
55	250463	R_scaffold_6
56	394596	R_scaffold_3
57	11764	R_scaffold_27
58	17897	R_scaffold_25
59	716395	R_scaffold_1
60	92221	R_scaffold_14
61	2301	R_scaffold_32
62	19629	R_scaffold_23
63	259625	R_scaffold_5
64	158830	R_scaffold_10
65	26289	R_scaffold_20
66	745709	R_scaffold_0
67	2141	R_scaffold_33
68	50505	R_scaffold_18
69	71100	R_scaffold_16
70	113466	R_scaffold_12
71	159738	R_scaffold_9
72	24902	R_scaffold_21
73	17058	R_scaffold_26
74	4979	R_scaffold_29
75	149463	R_scaffold_11
76	75224	R_scaffold_15
77	19514	R_scaffold_24
78	6919	R_scaffold_28
79	3927	R_scaffold_30
80	2560	R_scaffold_31
81	1955	R_scaffold_34
82	1774	R_scaffold_35
83	1341	R_scaffold_36
84	1265	R_scaffold_37
85	884	R_scaffold_38
86	754	R_scaffold_39
87	667	R_scaffold_40
88	655	R_scaffold_41
89	643	R_scaffold_42
90	629	R_scaffold_43
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86	Seq 87	Seq 88	Seq 89	Seq 90
2	13	1.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	1.36%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.33%	1.63%	56.49%	74.96%	0.00%	42.62%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.74%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.36%	0.00%	4.37%	0.00%	2.41%	0.00%	57.03%	94.41%	0.00%	0.00%	31.87%	0.00%	99.93%	74.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	13	1.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	1.36%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.33%	1.63%	56.49%	74.96%	0.00%	42.62%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.74%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.36%	0.00%	4.37%	0.00%	2.41%	0.00%	57.03%	94.41%	0.00%	0.00%	31.87%	0.00%	99.93%	74.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
