Seq_id	Size	Description
1	21976	R_scaffold_28
2	16328	R_scaffold_30
3	126533	R_scaffold_13
4	208025	R_scaffold_8
5	189456	R_scaffold_10
6	387275	R_scaffold_3
7	167100	R_scaffold_11
8	192232	R_scaffold_9
9	105286	R_scaffold_17
10	393722	R_scaffold_2
11	2414	R_scaffold_37
12	233118	R_scaffold_7
13	158302	R_scaffold_12
14	431926	R_scaffold_1
15	245702	R_scaffold_6
16	259819	R_scaffold_4
17	30432	R_scaffold_24
18	57691	R_scaffold_21
19	125955	R_scaffold_14
20	43621	R_scaffold_23
21	79612	R_scaffold_20
22	57112	R_scaffold_22
23	692840	R_scaffold_0
24	27032	R_scaffold_26
25	246340	R_scaffold_5
26	7254	R_scaffold_31
27	111933	R_scaffold_16
28	27855	R_scaffold_25
29	4449	R_scaffold_33
30	114674	R_scaffold_15
31	25703	R_scaffold_27
32	17006	R_scaffold_29
33	4742	R_scaffold_32
34	94773	R_scaffold_18
35	93391	R_scaffold_19
36	3538	R_scaffold_34
37	3090	R_scaffold_35
38	2639	R_scaffold_36
39	1887	R_scaffold_38
40	1297	R_scaffold_39
41	1267	R_scaffold_40
42	1242	R_scaffold_41
43	815	R_scaffold_42
44	728	R_scaffold_43
45	708	R_scaffold_44
46	646	R_scaffold_45
47	611	R_scaffold_46
48	160368	R_scaffold_12
49	186819	R_scaffold_8
50	70190	R_scaffold_20
51	181207	R_scaffold_9
52	60003	R_scaffold_21
53	39325	R_scaffold_24
54	243105	R_scaffold_5
55	79612	R_scaffold_17
56	12488	R_scaffold_27
57	443938	R_scaffold_1
58	41341	R_scaffold_23
59	152194	R_scaffold_13
60	49320	R_scaffold_22
61	179420	R_scaffold_10
62	107768	R_scaffold_16
63	286234	R_scaffold_3
64	76617	R_scaffold_19
65	123848	R_scaffold_15
66	308461	R_scaffold_2
67	223087	R_scaffold_6
68	147906	R_scaffold_14
69	221733	R_scaffold_7
70	2643	R_scaffold_30
71	661595	R_scaffold_0
72	168051	R_scaffold_11
73	25118	R_scaffold_25
74	21501	R_scaffold_26
75	255633	R_scaffold_4
76	79281	R_scaffold_18
77	3100	R_scaffold_28
78	3091	R_scaffold_29
79	2510	R_scaffold_31
80	1577	R_scaffold_32
81	1120	R_scaffold_33
82	954	R_scaffold_34
83	811	R_scaffold_35
84	765	R_scaffold_36
85	720	R_scaffold_37
86	709	R_scaffold_38
87	695	R_scaffold_39
88	693	R_scaffold_40
89	653	R_scaffold_41
90	645	R_scaffold_42
91	601	R_scaffold_43
92	598	R_scaffold_44
93	598	R_scaffold_45
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86	Seq 87	Seq 88	Seq 89	Seq 90	Seq 91	Seq 92	Seq 93
2	14	5.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	1.22%	0.00%	51.02%	0.00%	4.58%	1.65%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.38%	19.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	55.88%	95.48%	0.00%	0.00%	7.90%	82.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	45.94%	0.00%	1.46%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	13.15%	0.00%	0.00%	1.26%	0.00%	57.13%	75.57%	0.00%	9.32%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	14	5.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	1.22%	0.00%	51.02%	0.00%	4.58%	1.65%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.38%	19.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	55.88%	95.48%	0.00%	0.00%	7.90%	82.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	45.94%	0.00%	1.46%	0.00%	1.51%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	13.15%	0.00%	0.00%	1.26%	0.00%	57.13%	75.57%	0.00%	9.32%	0.00%	94.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
