Seq_id	Size	Description
1	692833	R_scaffold_0
2	505385	R_scaffold_1
3	431926	R_scaffold_2
4	394738	R_scaffold_3
5	393722	R_scaffold_4
6	387271	R_scaffold_5
7	359335	R_scaffold_6
8	246340	R_scaffold_7
9	235601	R_scaffold_8
10	208002	R_scaffold_9
11	185189	R_scaffold_10
12	142964	R_scaffold_11
13	139717	R_scaffold_12
14	114674	R_scaffold_13
15	113078	R_scaffold_14
16	105294	R_scaffold_15
17	94785	R_scaffold_16
18	93747	R_scaffold_17
19	75102	R_scaffold_18
20	30227	R_scaffold_19
21	21976	R_scaffold_20
22	16317	R_scaffold_21
23	7254	R_scaffold_22
24	4448	R_scaffold_23
25	4165	R_scaffold_24
26	3090	R_scaffold_25
27	2363	R_scaffold_26
28	1613	R_scaffold_27
29	1439	R_scaffold_28
30	1018	R_scaffold_29
31	778	R_scaffold_30
32	741	R_scaffold_31
33	732	R_scaffold_32
34	652	R_scaffold_33
35	631	R_scaffold_34
36	612	R_scaffold_35
37	605	R_scaffold_36
38	195472	R_scaffold_5
39	162705	R_scaffold_7
40	132045	R_scaffold_11
41	511212	R_scaffold_2
42	1319581	R_scaffold_0
43	261707	R_scaffold_4
44	135355	R_scaffold_9
45	48778	R_scaffold_14
46	165325	R_scaffold_6
47	301682	R_scaffold_3
48	638552	R_scaffold_1
49	63598	R_scaffold_13
50	157439	R_scaffold_8
51	24242	R_scaffold_15
52	16203	R_scaffold_16
53	132384	R_scaffold_10
54	75346	R_scaffold_12
55	2923	R_scaffold_17
56	1468	R_scaffold_18
57	1421	R_scaffold_19
58	1357	R_scaffold_20
59	1163	R_scaffold_21
60	991	R_scaffold_22
61	888	R_scaffold_23
62	869	R_scaffold_24
63	847	R_scaffold_25
64	653	R_scaffold_26
65	598	R_scaffold_27
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65
2	78	41.27%	42.28%	28.34%	23.03%	52.16%	66.23%	31.75%	49.17%	43.30%	46.92%	16.07%	14.70%	22.29%	45.74%	57.25%	59.44%	58.95%	8.81%	63.92%	59.53%	46.92%	0.00%	98.72%	0.00%	0.00%	70.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	17.62%	57.35%	65.95%	35.82%	40.03%	33.93%	65.59%	96.98%	4.37%	42.22%	54.16%	40.12%	57.75%	58.49%	99.48%	8.12%	79.70%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	78	41.27%	42.28%	28.34%	23.03%	52.16%	66.23%	31.75%	49.17%	43.30%	46.92%	16.07%	14.70%	22.29%	45.74%	57.25%	59.44%	58.95%	8.81%	63.92%	59.53%	46.92%	0.00%	98.72%	0.00%	0.00%	70.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	17.62%	57.35%	65.95%	35.82%	40.03%	33.93%	65.59%	96.98%	4.37%	42.22%	54.16%	40.12%	57.75%	58.49%	99.48%	8.12%	79.70%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
