Seq_id	Size	Description
1	160368	R_scaffold_12
2	186819	R_scaffold_8
3	70190	R_scaffold_20
4	181207	R_scaffold_9
5	60003	R_scaffold_21
6	39325	R_scaffold_24
7	243105	R_scaffold_5
8	79612	R_scaffold_17
9	12488	R_scaffold_27
10	443938	R_scaffold_1
11	41341	R_scaffold_23
12	152194	R_scaffold_13
13	49320	R_scaffold_22
14	179420	R_scaffold_10
15	107768	R_scaffold_16
16	286234	R_scaffold_3
17	76617	R_scaffold_19
18	123848	R_scaffold_15
19	308461	R_scaffold_2
20	223087	R_scaffold_6
21	147906	R_scaffold_14
22	221733	R_scaffold_7
23	2643	R_scaffold_30
24	661595	R_scaffold_0
25	168051	R_scaffold_11
26	25118	R_scaffold_25
27	21501	R_scaffold_26
28	255633	R_scaffold_4
29	79281	R_scaffold_18
30	3100	R_scaffold_28
31	3091	R_scaffold_29
32	2510	R_scaffold_31
33	1577	R_scaffold_32
34	1120	R_scaffold_33
35	954	R_scaffold_34
36	811	R_scaffold_35
37	765	R_scaffold_36
38	720	R_scaffold_37
39	709	R_scaffold_38
40	695	R_scaffold_39
41	693	R_scaffold_40
42	653	R_scaffold_41
43	645	R_scaffold_42
44	601	R_scaffold_43
45	598	R_scaffold_44
46	598	R_scaffold_45
47	160200	R_scaffold_8
48	69995	R_scaffold_24
49	186205	R_scaffold_4
50	70222	R_scaffold_23
51	179395	R_scaffold_6
52	60003	R_scaffold_25
53	39072	R_scaffold_32
54	25035	R_scaffold_33
55	160078	R_scaffold_9
56	79616	R_scaffold_20
57	12488	R_scaffold_34
58	153412	R_scaffold_10
59	290533	R_scaffold_1
60	41341	R_scaffold_31
61	49373	R_scaffold_28
62	5272	R_scaffold_35
63	152194	R_scaffold_11
64	47932	R_scaffold_29
65	76617	R_scaffold_22
66	128313	R_scaffold_14
67	107768	R_scaffold_18
68	98250	R_scaffold_19
69	286234	R_scaffold_2
70	123487	R_scaffold_15
71	58343	R_scaffold_26
72	118204	R_scaffold_16
73	111002	R_scaffold_17
74	144702	R_scaffold_13
75	2114	R_scaffold_41
76	217798	R_scaffold_3
77	147906	R_scaffold_12
78	2647	R_scaffold_39
79	57055	R_scaffold_27
80	661077	R_scaffold_0
81	168044	R_scaffold_7
82	46771	R_scaffold_30
83	185742	R_scaffold_5
84	79332	R_scaffold_21
85	2514	R_scaffold_40
86	3100	R_scaffold_36
87	3091	R_scaffold_37
88	2999	R_scaffold_38
89	1536	R_scaffold_42
90	1213	R_scaffold_43
91	963	R_scaffold_44
92	854	R_scaffold_45
93	838	R_scaffold_46
94	831	R_scaffold_47
95	828	R_scaffold_48
96	815	R_scaffold_49
97	989	R_scaffold_50
98	699	R_scaffold_51
99	690	R_scaffold_52
