Seq_id	Size	Description
1	21976	R_scaffold_23
2	142871	R_scaffold_13
3	208345	R_scaffold_9
4	189563	R_scaffold_10
5	387574	R_scaffold_3
6	359360	R_scaffold_4
7	105278	R_scaffold_18
8	393722	R_scaffold_2
9	235601	R_scaffold_8
10	185230	R_scaffold_11
11	431926	R_scaffold_1
12	245702	R_scaffold_7
13	259802	R_scaffold_5
14	114363	R_scaffold_16
15	154950	R_scaffold_12
16	125837	R_scaffold_14
17	692833	R_scaffold_0
18	246340	R_scaffold_6
19	7254	R_scaffold_25
20	111928	R_scaffold_17
21	27889	R_scaffold_21
22	4452	R_scaffold_27
23	114674	R_scaffold_15
24	25703	R_scaffold_22
25	17006	R_scaffold_24
26	4742	R_scaffold_26
27	94785	R_scaffold_19
28	93657	R_scaffold_20
29	3090	R_scaffold_28
30	3033	R_scaffold_29
31	2639	R_scaffold_30
32	1243	R_scaffold_31
33	1242	R_scaffold_32
34	1092	R_scaffold_33
35	892	R_scaffold_34
36	809	R_scaffold_35
37	790	R_scaffold_36
38	767	R_scaffold_37
39	741	R_scaffold_38
40	706	R_scaffold_39
41	664	R_scaffold_40
42	621	R_scaffold_41
43	612	R_scaffold_42
44	608	R_scaffold_43
45	692833	R_scaffold_0
46	505385	R_scaffold_1
47	431926	R_scaffold_2
48	394738	R_scaffold_3
49	393722	R_scaffold_4
50	387271	R_scaffold_5
51	359335	R_scaffold_6
52	246340	R_scaffold_7
53	235601	R_scaffold_8
54	208002	R_scaffold_9
55	185189	R_scaffold_10
56	142964	R_scaffold_11
57	139717	R_scaffold_12
58	114674	R_scaffold_13
59	113078	R_scaffold_14
60	105294	R_scaffold_15
61	94785	R_scaffold_16
62	93747	R_scaffold_17
63	75102	R_scaffold_18
64	30227	R_scaffold_19
65	21976	R_scaffold_20
66	16317	R_scaffold_21
67	7254	R_scaffold_22
68	4448	R_scaffold_23
69	4165	R_scaffold_24
70	3090	R_scaffold_25
71	2363	R_scaffold_26
72	1613	R_scaffold_27
73	1439	R_scaffold_28
74	1018	R_scaffold_29
75	778	R_scaffold_30
76	741	R_scaffold_31
77	732	R_scaffold_32
78	652	R_scaffold_33
79	631	R_scaffold_34
80	612	R_scaffold_35
81	605	R_scaffold_36
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81
