Seq_id	Size	Description
1	195472	R_scaffold_5
2	162705	R_scaffold_7
3	132045	R_scaffold_11
4	511212	R_scaffold_2
5	1319581	R_scaffold_0
6	261707	R_scaffold_4
7	135355	R_scaffold_9
8	48778	R_scaffold_14
9	165325	R_scaffold_6
10	301682	R_scaffold_3
11	638552	R_scaffold_1
12	63598	R_scaffold_13
13	157439	R_scaffold_8
14	24242	R_scaffold_15
15	16203	R_scaffold_16
16	132384	R_scaffold_10
17	75346	R_scaffold_12
18	2923	R_scaffold_17
19	1468	R_scaffold_18
20	1421	R_scaffold_19
21	1357	R_scaffold_20
22	1163	R_scaffold_21
23	991	R_scaffold_22
24	888	R_scaffold_23
25	869	R_scaffold_24
26	847	R_scaffold_25
27	653	R_scaffold_26
28	598	R_scaffold_27
29	692833	R_scaffold_0
30	505385	R_scaffold_1
31	431926	R_scaffold_2
32	394738	R_scaffold_3
33	393722	R_scaffold_4
34	387271	R_scaffold_5
35	359335	R_scaffold_6
36	246340	R_scaffold_7
37	235601	R_scaffold_8
38	208002	R_scaffold_9
39	185189	R_scaffold_10
40	142964	R_scaffold_11
41	139717	R_scaffold_12
42	114674	R_scaffold_13
43	113078	R_scaffold_14
44	105294	R_scaffold_15
45	94785	R_scaffold_16
46	93747	R_scaffold_17
47	75102	R_scaffold_18
48	30227	R_scaffold_19
49	21976	R_scaffold_20
50	16317	R_scaffold_21
51	7254	R_scaffold_22
52	4448	R_scaffold_23
53	4165	R_scaffold_24
54	3090	R_scaffold_25
55	2363	R_scaffold_26
56	1613	R_scaffold_27
57	1439	R_scaffold_28
58	1018	R_scaffold_29
59	778	R_scaffold_30
60	741	R_scaffold_31
61	732	R_scaffold_32
62	652	R_scaffold_33
63	631	R_scaffold_34
64	612	R_scaffold_35
65	605	R_scaffold_36
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65
2	78	41.20%	17.62%	58.39%	65.95%	35.82%	40.07%	33.93%	65.59%	96.97%	4.25%	42.22%	54.16%	40.12%	57.75%	58.49%	99.48%	8.12%	79.07%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	42.28%	28.34%	21.63%	52.23%	66.23%	31.75%	49.17%	43.30%	46.91%	16.07%	14.70%	22.29%	45.74%	57.25%	60.94%	58.95%	8.81%	58.74%	59.53%	46.92%	0.00%	98.72%	0.00%	0.00%	70.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	78	41.20%	17.62%	58.39%	65.95%	35.82%	40.07%	33.93%	65.59%	96.97%	4.25%	42.22%	54.16%	40.12%	57.75%	58.49%	99.48%	8.12%	79.07%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	42.28%	28.34%	21.63%	52.23%	66.23%	31.75%	49.17%	43.30%	46.91%	16.07%	14.70%	22.29%	45.74%	57.25%	60.94%	58.95%	8.81%	58.74%	59.53%	46.92%	0.00%	98.72%	0.00%	0.00%	70.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
