Seq_id	Size	Description
1	195472	R_scaffold_5
2	162705	R_scaffold_7
3	132045	R_scaffold_11
4	511212	R_scaffold_2
5	1319581	R_scaffold_0
6	261707	R_scaffold_4
7	135355	R_scaffold_9
8	48778	R_scaffold_14
9	165325	R_scaffold_6
10	301682	R_scaffold_3
11	638552	R_scaffold_1
12	63598	R_scaffold_13
13	157439	R_scaffold_8
14	24242	R_scaffold_15
15	16203	R_scaffold_16
16	132384	R_scaffold_10
17	75346	R_scaffold_12
18	2923	R_scaffold_17
19	1468	R_scaffold_18
20	1421	R_scaffold_19
21	1357	R_scaffold_20
22	1163	R_scaffold_21
23	991	R_scaffold_22
24	888	R_scaffold_23
25	869	R_scaffold_24
26	847	R_scaffold_25
27	653	R_scaffold_26
28	598	R_scaffold_27
29	21976	R_scaffold_23
30	142871	R_scaffold_13
31	208345	R_scaffold_9
32	189563	R_scaffold_10
33	387574	R_scaffold_3
34	359360	R_scaffold_4
35	105278	R_scaffold_18
36	393722	R_scaffold_2
37	235601	R_scaffold_8
38	185230	R_scaffold_11
39	431926	R_scaffold_1
40	245702	R_scaffold_7
41	259802	R_scaffold_5
42	114363	R_scaffold_16
43	154950	R_scaffold_12
44	125837	R_scaffold_14
45	692833	R_scaffold_0
46	246340	R_scaffold_6
47	7254	R_scaffold_25
48	111928	R_scaffold_17
49	27889	R_scaffold_21
50	4452	R_scaffold_27
51	114674	R_scaffold_15
52	25703	R_scaffold_22
53	17006	R_scaffold_24
54	4742	R_scaffold_26
55	94785	R_scaffold_19
56	93657	R_scaffold_20
57	3090	R_scaffold_28
58	3033	R_scaffold_29
59	2639	R_scaffold_30
60	1243	R_scaffold_31
61	1242	R_scaffold_32
62	1092	R_scaffold_33
63	892	R_scaffold_34
64	809	R_scaffold_35
65	790	R_scaffold_36
66	767	R_scaffold_37
67	741	R_scaffold_38
68	706	R_scaffold_39
69	664	R_scaffold_40
70	621	R_scaffold_41
71	612	R_scaffold_42
72	608	R_scaffold_43
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72
2	72	43.25%	17.62%	75.75%	65.95%	46.61%	40.93%	33.93%	65.56%	95.01%	4.25%	42.22%	56.54%	40.12%	57.75%	58.49%	99.48%	8.12%	79.68%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	22.31%	16.05%	83.89%	32.03%	64.34%	58.96%	66.23%	53.47%	14.70%	21.86%	18.70%	37.45%	23.83%	7.37%	91.19%	42.28%	43.30%	0.00%	70.77%	0.00%	0.00%	57.25%	55.18%	94.72%	0.00%	8.81%	63.96%	0.00%	96.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
All	72	43.25%	17.62%	75.75%	65.95%	46.61%	40.93%	33.93%	65.56%	95.01%	4.25%	42.22%	56.54%	40.12%	57.75%	58.49%	99.48%	8.12%	79.68%	99.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	22.31%	16.05%	83.89%	32.03%	64.34%	58.96%	66.23%	53.47%	14.70%	21.86%	18.70%	37.45%	23.83%	7.37%	91.19%	42.28%	43.30%	0.00%	70.77%	0.00%	0.00%	57.25%	55.18%	94.72%	0.00%	8.81%	63.96%	0.00%	96.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
--------------------------------------------------------------------------------
