Seq_id	Size	Description
1	21976	R_scaffold_28
2	16328	R_scaffold_30
3	126533	R_scaffold_13
4	208025	R_scaffold_8
5	189456	R_scaffold_10
6	387275	R_scaffold_3
7	167100	R_scaffold_11
8	192232	R_scaffold_9
9	105286	R_scaffold_17
10	393722	R_scaffold_2
11	2414	R_scaffold_37
12	233118	R_scaffold_7
13	158302	R_scaffold_12
14	431926	R_scaffold_1
15	245702	R_scaffold_6
16	259819	R_scaffold_4
17	30432	R_scaffold_24
18	57691	R_scaffold_21
19	125955	R_scaffold_14
20	43621	R_scaffold_23
21	79612	R_scaffold_20
22	57112	R_scaffold_22
23	692840	R_scaffold_0
24	27032	R_scaffold_26
25	246340	R_scaffold_5
26	7254	R_scaffold_31
27	111933	R_scaffold_16
28	27855	R_scaffold_25
29	4449	R_scaffold_33
30	114674	R_scaffold_15
31	25703	R_scaffold_27
32	17006	R_scaffold_29
33	4742	R_scaffold_32
34	94773	R_scaffold_18
35	93391	R_scaffold_19
36	3538	R_scaffold_34
37	3090	R_scaffold_35
38	2639	R_scaffold_36
39	1887	R_scaffold_38
40	1297	R_scaffold_39
41	1267	R_scaffold_40
42	1242	R_scaffold_41
43	815	R_scaffold_42
44	728	R_scaffold_43
45	708	R_scaffold_44
46	646	R_scaffold_45
47	611	R_scaffold_46
48	21976	R_scaffold_23
49	142871	R_scaffold_13
50	208345	R_scaffold_9
51	189563	R_scaffold_10
52	387574	R_scaffold_3
53	359360	R_scaffold_4
54	105278	R_scaffold_18
55	393722	R_scaffold_2
56	235601	R_scaffold_8
57	185230	R_scaffold_11
58	431926	R_scaffold_1
59	245702	R_scaffold_7
60	259802	R_scaffold_5
61	114363	R_scaffold_16
62	154950	R_scaffold_12
63	125837	R_scaffold_14
64	692833	R_scaffold_0
65	246340	R_scaffold_6
66	7254	R_scaffold_25
67	111928	R_scaffold_17
68	27889	R_scaffold_21
69	4452	R_scaffold_27
70	114674	R_scaffold_15
71	25703	R_scaffold_22
72	17006	R_scaffold_24
73	4742	R_scaffold_26
74	94785	R_scaffold_19
75	93657	R_scaffold_20
76	3090	R_scaffold_28
77	3033	R_scaffold_29
78	2639	R_scaffold_30
79	1243	R_scaffold_31
80	1242	R_scaffold_32
81	1092	R_scaffold_33
82	892	R_scaffold_34
83	809	R_scaffold_35
84	790	R_scaffold_36
85	767	R_scaffold_37
86	741	R_scaffold_38
87	706	R_scaffold_39
88	664	R_scaffold_40
89	621	R_scaffold_41
90	612	R_scaffold_42
91	608	R_scaffold_43
--------------------------------------------------------------------------------
Degree	Count	Total	Seq 1	Seq 2	Seq 3	Seq 4	Seq 5	Seq 6	Seq 7	Seq 8	Seq 9	Seq 10	Seq 11	Seq 12	Seq 13	Seq 14	Seq 15	Seq 16	Seq 17	Seq 18	Seq 19	Seq 20	Seq 21	Seq 22	Seq 23	Seq 24	Seq 25	Seq 26	Seq 27	Seq 28	Seq 29	Seq 30	Seq 31	Seq 32	Seq 33	Seq 34	Seq 35	Seq 36	Seq 37	Seq 38	Seq 39	Seq 40	Seq 41	Seq 42	Seq 43	Seq 44	Seq 45	Seq 46	Seq 47	Seq 48	Seq 49	Seq 50	Seq 51	Seq 52	Seq 53	Seq 54	Seq 55	Seq 56	Seq 57	Seq 58	Seq 59	Seq 60	Seq 61	Seq 62	Seq 63	Seq 64	Seq 65	Seq 66	Seq 67	Seq 68	Seq 69	Seq 70	Seq 71	Seq 72	Seq 73	Seq 74	Seq 75	Seq 76	Seq 77	Seq 78	Seq 79	Seq 80	Seq 81	Seq 82	Seq 83	Seq 84	Seq 85	Seq 86	Seq 87	Seq 88	Seq 89	Seq 90	Seq 91
2	42	99.28%	100.00%	100.00%	99.83%	100.00%	99.89%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	96.22%	97.70%	99.94%	100.00%	99.84%	100.00%	99.96%	100.00%	99.72%	100.00%	100.00%	99.98%	78.69%	100.00%	100.00%	99.90%	99.87%	100.00%	99.99%	96.99%	96.22%	100.00%	100.00%	100.00%	83.27%	0.00%	80.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	100.00%	99.84%	99.85%	99.83%	99.90%	99.99%	100.00%	100.00%	96.23%	94.98%	99.94%	100.00%	99.84%	99.92%	99.73%	99.71%	99.98%	100.00%	100.00%	99.91%	99.75%	99.93%	99.99%	96.99%	96.22%	100.00%	100.00%	99.71%	0.00%	97.13%	80.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
4	2	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.75%	1.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	20.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.71%	4.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	
